S/N,Date,T1,T2,T3,T4,T5,T6,Time
52734,1/23/2021,22.69,22.37,21.81,21.75,22.31,22,10:57:39
52735,1/23/2021,22.69,22.37,21.81,21.75,22.31,22,10:57:50
52736,1/23/2021,22.69,22.37,21.87,21.75,22.31,22,10:58:02
52737,1/23/2021,22.69,22.37,21.81,21.75,22.31,22,10:58:14
52738,1/23/2021,22.69,22.37,21.81,21.75,22.31,22,10:58:25
52739,1/23/2021,22.62,22.44,21.81,21.75,22.31,22,10:58:36
52740,1/23/2021,22.62,22.37,21.81,21.75,22.31,22,10:58:48
52741,1/23/2021,22.69,22.37,21.75,21.75,22.37,22,10:58:59
52742,1/23/2021,22.69,22.37,21.75,21.75,22.31,22,10:59:11
52743,1/23/2021,22.69,22.31,21.81,21.75,22.31,22,10:59:22
52744,1/23/2021,22.75,22.31,21.81,21.75,22.31,21.94,10:59:34
52745,1/23/2021,22.75,22.37,21.81,21.75,22.31,22,10:59:46
52746,1/23/2021,22.75,22.31,21.81,21.75,22.37,22,11:01:53
52747,1/23/2021,22.69,22.37,21.75,21.75,22.31,22,11:01:53
52748,1/23/2021,22.69,22.37,21.81,21.75,22.31,22,11:02:04
52749,1/23/2021,22.62,22.31,21.81,21.81,22.31,22,11:02:15
52750,1/23/2021,22.62,22.31,21.81,21.75,22.31,22.06,11:02:28
52751,1/23/2021,22.69,22.37,21.81,21.75,22.31,22,11:02:38
52752,1/23/2021,22.62,22.31,21.81,21.75,22.31,22.06,11:02:50
52753,1/23/2021,22.69,22.31,21.81,21.75,22.31,22,11:03:01
52754,1/23/2021,22.62,22.37,21.81,21.81,22.31,22,11:03:13
52755,1/23/2021,22.56,22.37,21.81,21.75,22.31,22,11:03:25
52756,1/23/2021,22.62,22.37,21.81,21.75,22.37,22.06,11:03:36
52757,1/23/2021,22.69,22.37,21.81,21.81,22.31,22.06,11:03:48
52758,1/23/2021,22.62,22.31,21.81,21.81,22.31,22.06,11:03:59
52759,1/23/2021,22.62,22.37,21.81,21.75,22.31,22.06,11:04:11
52760,1/23/2021,22.62,22.37,21.81,21.75,22.31,22.06,11:04:31
52761,1/23/2021,22.69,22.31,21.81,21.69,22.31,22,11:04:43
52762,1/23/2021,22.62,22.37,21.81,21.81,22.31,22.06,11:04:54
52763,1/23/2021,22.69,22.37,21.81,21.75,22.31,22,11:05:05
52764,1/23/2021,22.62,22.37,21.87,21.75,22.37,22,11:05:17
52765,1/23/2021,22.69,22.37,21.81,21.75,22.31,22,11:05:28
52766,1/23/2021,22.62,22.37,21.81,21.75,22.37,22,11:05:40
52767,1/23/2021,22.62,22.37,21.81,21.75,22.37,22,11:05:51
52768,1/23/2021,22.56,22.37,21.81,21.75,22.31,22.06,11:06:03
52769,1/23/2021,22.56,22.37,21.81,21.81,22.31,22,11:06:15
52770,1/23/2021,22.56,22.37,21.87,21.81,22.31,22,11:06:26
52771,1/23/2021,22.62,22.37,21.87,21.81,22.31,22,11:06:38
52772,1/23/2021,22.5,22.37,21.87,21.81,22.31,22,11:06:49
52773,1/23/2021,22.56,22.37,21.81,21.75,22.31,22,11:07:00
52774,1/23/2021,22.56,22.37,21.87,21.75,22.31,22,11:07:12
52775,1/23/2021,22.56,22.37,21.81,21.75,22.31,22,11:07:24
52776,1/23/2021,22.62,22.37,21.81,21.81,22.31,22,11:07:36
52777,1/23/2021,22.62,22.37,21.81,21.81,22.31,22,11:07:47
52778,1/23/2021,22.56,22.37,21.87,21.81,22.31,22,11:07:58
52779,1/23/2021,22.56,22.37,21.87,21.81,22.37,22,11:08:10
52780,1/23/2021,22.56,22.37,21.87,21.75,22.31,22.06,11:08:21
52781,1/23/2021,22.56,22.37,21.87,21.75,22.31,22,11:08:33
52782,1/23/2021,22.56,22.37,21.81,21.75,22.31,22.06,11:08:44
52783,1/23/2021,22.56,22.37,21.81,21.75,22.37,22.06,11:08:56
52784,1/23/2021,22.56,22.44,21.87,21.81,22.31,22,11:09:07
52785,1/23/2021,22.62,22.37,21.81,21.75,22.31,22.06,11:09:19
52786,1/23/2021,22.56,22.31,21.81,21.75,22.31,22,11:09:31
52787,1/23/2021,22.56,22.31,21.81,21.75,22.31,22,11:09:42
52788,1/23/2021,22.56,22.31,21.81,21.75,22.31,22,11:09:54
52789,1/23/2021,22.56,22.31,21.81,21.75,22.31,22,11:10:13
52790,1/23/2021,22.56,22.31,21.81,21.75,22.31,22.06,11:10:25
52791,1/23/2021,22.5,22.37,21.81,21.81,22.31,22,11:10:36
52792,1/23/2021,22.56,22.37,21.81,21.75,22.31,22,11:10:48
52793,1/23/2021,22.56,22.37,21.81,21.81,22.31,22.06,11:10:59
52794,1/23/2021,22.5,22.37,21.81,21.75,22.31,22,11:11:11
52795,1/23/2021,22.56,22.31,21.81,21.75,22.31,22.06,11:11:23
52796,1/23/2021,22.56,22.31,21.81,21.75,22.31,22.06,11:11:34
52797,1/23/2021,22.5,22.37,21.81,21.81,22.31,22,11:11:45
52798,1/23/2021,22.56,22.37,21.81,21.81,22.37,22.06,11:11:57
52799,1/23/2021,22.5,22.31,21.81,21.81,22.37,22.06,11:12:09
52800,1/23/2021,22.56,22.31,21.81,21.75,22.31,22.06,11:12:20
52801,1/23/2021,22.56,22.37,21.87,21.75,22.37,22.06,11:12:31
52802,1/23/2021,22.56,22.37,21.81,21.81,22.31,22,11:12:43
52803,1/23/2021,22.5,22.37,21.81,21.81,22.31,22.06,11:12:54
52804,1/23/2021,22.56,22.31,21.81,21.81,22.31,22,11:13:06
52805,1/23/2021,22.56,22.37,21.81,21.81,22.31,22,11:13:18
52806,1/23/2021,22.56,22.31,21.81,21.81,22.31,22.06,11:13:30
52807,1/23/2021,22.56,22.31,21.81,21.81,22.31,22.06,11:13:41
52808,1/23/2021,22.5,22.37,21.81,21.75,22.31,22.06,11:13:52
52809,1/23/2021,22.56,22.31,21.81,21.81,22.31,22.06,11:14:03
52810,1/23/2021,22.5,22.37,21.81,21.81,22.31,22.12,11:14:15
52811,1/23/2021,22.56,22.37,21.81,21.75,22.31,22.06,11:14:27
52812,1/23/2021,22.56,22.37,21.81,21.75,22.37,22,11:14:38
52813,1/23/2021,22.56,22.37,21.81,21.81,22.37,22.06,11:14:49
52814,1/23/2021,22.5,22.37,21.81,21.81,22.37,22.06,11:15:01
52815,1/23/2021,22.56,22.31,21.81,21.81,22.31,22.06,11:15:13
52816,1/23/2021,22.5,22.37,21.81,21.81,22.31,22.06,11:15:24
52817,1/23/2021,22.62,22.37,21.81,21.81,22.31,22.06,11:15:36
52818,1/23/2021,22.56,22.37,21.81,21.81,22.37,22.06,11:15:47
52819,1/23/2021,22.5,22.37,21.81,21.81,22.31,22.06,11:15:59
52820,1/23/2021,22.56,22.37,21.81,21.75,22.31,22.06,11:16:10
52821,1/23/2021,22.56,22.37,21.81,21.81,22.31,22.06,11:16:22
52822,1/23/2021,22.56,22.31,21.81,21.81,22.31,22.06,11:16:34
52823,1/23/2021,22.56,22.31,21.81,21.75,22.31,22.06,11:16:45
52824,1/23/2021,22.62,22.37,21.81,21.75,22.37,22.06,11:16:56
52825,1/23/2021,22.62,22.37,21.81,21.81,22.31,22.06,11:17:08
52826,1/23/2021,22.62,22.37,21.81,21.75,22.31,22,11:17:20
52827,1/23/2021,22.62,22.37,21.81,21.81,22.31,22,11:17:31
52828,1/23/2021,22.56,22.37,21.81,21.75,22.31,22,11:19:38
52829,1/23/2021,22.62,22.31,21.81,21.81,22.37,22.06,11:19:38
52830,1/23/2021,22.56,22.31,21.81,21.81,22.31,22,11:19:49
52831,1/23/2021,22.5,22.37,21.81,21.81,22.31,22.06,11:20:01
52832,1/23/2021,22.56,22.37,21.81,21.81,22.37,22.06,11:20:12
52833,1/23/2021,22.56,22.37,21.81,21.81,22.37,22.06,11:20:24
52834,1/23/2021,22.56,22.37,21.81,21.75,22.37,22,11:20:35
52835,1/23/2021,22.5,22.37,21.81,21.81,22.37,22,11:20:47
52836,1/23/2021,22.56,22.37,21.81,21.75,22.37,22,11:20:59
52837,1/23/2021,22.56,22.44,21.87,21.75,22.37,22,11:21:10
52838,1/23/2021,22.5,22.37,21.81,21.81,22.37,22.06,11:21:22
52839,1/23/2021,22.56,22.37,21.81,21.81,22.37,22.06,11:21:33
52840,1/23/2021,22.5,22.37,21.81,21.81,22.31,22.06,11:21:45
52841,1/23/2021,22.5,22.37,21.81,21.81,22.31,22.06,11:21:56
52842,1/23/2021,22.5,22.37,21.81,21.81,22.37,22.06,11:22:08
52843,1/23/2021,22.56,22.37,21.81,21.75,22.31,22.06,11:22:19
52844,1/23/2021,22.56,22.37,21.81,21.75,22.37,22.06,11:22:31
52845,1/23/2021,22.5,22.37,21.81,21.81,22.37,22.06,11:22:42
52846,1/23/2021,22.56,22.37,21.81,21.81,22.37,22.06,11:22:54
52847,1/23/2021,22.5,22.37,21.81,21.81,22.31,22.06,11:23:05
52848,1/23/2021,22.62,22.37,21.81,21.81,22.37,22.12,11:23:17
52849,1/23/2021,22.5,22.37,21.81,21.81,22.37,22,11:23:28
52850,1/23/2021,22.56,22.37,21.81,21.81,22.37,22.06,11:23:39
52851,1/23/2021,22.56,22.37,21.81,21.81,22.37,22.06,11:23:51
52852,1/23/2021,22.56,22.37,21.81,21.81,22.37,22,11:24:03
52853,1/23/2021,22.56,22.37,21.75,21.81,22.37,22.06,11:24:14
52854,1/23/2021,22.56,22.37,21.81,21.81,22.37,22,11:24:26
52855,1/23/2021,22.56,22.37,21.81,21.81,22.31,22,11:24:37
52856,1/23/2021,22.56,22.37,21.81,21.81,22.37,22,11:24:49
52857,1/23/2021,22.56,22.37,21.81,21.81,22.37,22,11:25:00
52858,1/23/2021,22.56,22.37,21.81,21.81,22.37,22,11:25:12
52859,1/23/2021,22.62,22.44,21.81,21.75,22.37,22,11:25:23
52860,1/23/2021,22.56,22.37,21.81,21.81,22.37,22.06,11:25:35
52861,1/23/2021,22.56,22.37,21.75,21.81,22.37,22,11:25:46
52862,1/23/2021,22.56,22.44,21.81,21.81,22.31,22.06,11:25:58
52863,1/23/2021,22.56,22.44,21.81,21.81,22.31,22.06,11:26:17
52864,1/23/2021,22.62,22.37,21.81,21.81,22.31,22.06,11:26:29
52865,1/23/2021,22.62,22.37,21.87,21.81,22.37,22.06,11:26:41
52866,1/23/2021,22.62,22.44,21.81,21.81,22.37,22,11:26:52
52867,1/23/2021,22.62,22.37,21.81,21.81,22.37,22.06,11:27:04
52868,1/23/2021,22.62,22.37,21.81,21.81,22.37,22.06,11:27:15
52869,1/23/2021,22.56,22.37,21.81,21.81,22.31,22.06,11:27:27
52870,1/23/2021,22.56,22.37,21.81,21.75,22.37,22,11:27:38
52871,1/23/2021,22.62,22.37,21.81,21.81,22.37,22,11:27:50
52872,1/23/2021,22.62,22.37,21.81,21.75,22.37,22.06,11:28:01
52873,1/23/2021,22.56,22.37,21.81,21.81,22.37,22.06,11:28:13
52874,1/23/2021,22.62,22.37,21.87,21.81,22.37,22.06,11:28:24
52875,1/23/2021,22.69,22.37,21.81,21.81,22.37,22.06,11:28:36
52876,1/23/2021,22.62,22.37,21.81,21.81,22.37,22.06,11:28:47
52877,1/23/2021,22.62,22.37,21.81,21.81,22.44,22.06,11:28:59
52878,1/23/2021,22.69,22.37,21.87,21.75,22.37,22.06,11:29:10
52879,1/23/2021,22.62,22.37,21.87,21.75,22.37,22.06,11:29:22
52880,1/23/2021,22.62,22.37,21.81,21.81,22.37,22,11:29:33
52881,1/23/2021,22.69,22.37,21.87,21.81,22.37,22.12,11:29:45
52882,1/23/2021,22.62,22.37,21.81,21.81,22.37,22.06,11:29:56
52883,1/23/2021,22.69,22.37,21.87,21.81,22.44,22.06,11:30:09
52884,1/23/2021,22.69,22.37,21.87,21.81,22.44,22.06,11:30:28
52885,1/23/2021,22.69,22.37,21.81,21.81,22.37,22,11:30:39
52886,1/23/2021,22.75,22.37,21.87,21.81,22.37,22.06,11:30:51
52887,1/23/2021,22.75,22.37,21.87,21.81,22.37,22,11:31:02
52888,1/23/2021,22.75,22.37,21.81,21.81,22.37,22.06,11:31:14
52889,1/23/2021,22.75,22.44,21.81,21.81,22.37,22.06,11:31:25
52890,1/23/2021,22.75,22.37,21.87,21.81,22.37,22,11:31:37
52891,1/23/2021,22.69,22.44,21.87,21.81,22.44,22.06,11:31:48
52892,1/23/2021,22.75,22.37,21.87,21.81,22.37,22.06,11:32:00
52893,1/23/2021,22.75,22.37,21.87,21.81,22.37,22.12,11:32:12
52894,1/23/2021,22.75,22.44,21.87,21.81,22.37,22.06,11:32:24
52895,1/23/2021,22.75,22.37,21.87,21.81,22.44,22,11:32:35
52896,1/23/2021,22.75,22.44,21.87,21.87,22.44,22.06,11:32:46
52897,1/23/2021,22.75,22.37,21.87,21.81,22.37,22.06,11:32:58
52898,1/23/2021,22.75,22.37,21.87,21.81,22.37,22.06,11:33:09
52899,1/23/2021,22.75,22.37,21.87,21.81,22.37,22.06,11:33:20
52900,1/23/2021,22.75,22.37,21.81,21.81,22.37,22,11:33:33
52901,1/23/2021,22.81,22.37,21.87,21.81,22.44,22.06,11:33:44
52902,1/23/2021,22.75,22.37,21.87,21.81,22.44,22.06,11:33:55
52903,1/23/2021,22.81,22.37,21.87,21.81,22.44,22.12,11:34:07
52904,1/23/2021,22.75,22.37,21.87,21.81,22.44,22.06,11:34:19
52905,1/23/2021,22.75,22.44,21.87,21.87,22.44,22.06,11:34:30
52906,1/23/2021,22.75,22.44,21.87,21.87,22.44,22.06,11:34:41
52907,1/23/2021,22.75,22.44,21.87,21.81,22.44,22,11:34:53
52908,1/23/2021,22.81,22.37,21.87,21.81,22.37,22.06,11:35:04
52909,1/23/2021,22.81,22.37,21.87,21.81,22.44,22,11:35:16
52910,1/23/2021,22.75,22.37,21.87,21.81,22.44,22.06,11:35:27
52911,1/23/2021,22.81,22.44,21.87,21.81,22.37,22.12,11:35:39
52912,1/23/2021,22.81,22.37,21.87,21.81,22.44,22.06,11:35:51
52913,1/23/2021,22.81,22.44,21.87,21.81,22.44,22.06,11:36:02
52914,1/23/2021,22.81,22.37,21.87,21.87,22.44,22.06,11:36:14
52915,1/23/2021,22.81,22.44,21.81,21.81,22.44,22.12,11:36:26
52916,1/23/2021,22.81,22.44,21.81,21.81,22.44,22.12,11:36:45
52917,1/23/2021,22.81,22.44,21.87,21.87,22.44,22,11:36:56
52918,1/23/2021,22.81,22.37,21.87,21.81,22.44,22.06,11:37:08
52919,1/23/2021,22.87,22.37,21.87,21.81,22.37,22.06,11:37:20
52920,1/23/2021,22.81,22.44,21.87,21.87,22.44,22.12,11:37:31
52921,1/23/2021,22.81,22.37,21.87,21.87,22.44,22.12,11:37:42
52922,1/23/2021,22.75,22.37,21.87,21.87,22.37,22.06,11:37:54
52923,1/23/2021,22.81,22.37,21.87,21.87,22.44,22.06,11:38:05
52924,1/23/2021,22.81,22.37,21.87,21.81,22.44,22.06,11:38:17
52925,1/23/2021,22.87,22.37,21.87,21.81,22.44,22.06,11:38:29
52926,1/23/2021,22.87,22.44,21.87,21.81,22.44,22.06,11:38:40
52927,1/23/2021,22.81,22.44,21.87,21.87,22.44,22.06,11:38:52
52928,1/23/2021,22.81,22.44,21.87,21.81,22.44,22.06,11:39:03
52929,1/23/2021,22.87,22.37,21.87,21.87,22.44,22.12,11:39:15
52930,1/23/2021,22.87,22.37,21.87,21.87,22.44,22.12,11:39:26
52931,1/23/2021,22.87,22.37,21.87,21.81,22.44,22.12,11:39:38
52932,1/23/2021,22.87,22.44,21.87,21.87,22.44,22.06,11:39:49
52933,1/23/2021,22.94,22.37,21.87,21.87,22.44,22.06,11:40:01
52934,1/23/2021,22.87,22.37,21.87,21.87,22.44,22.19,11:40:12
52935,1/23/2021,22.87,22.44,21.87,21.87,22.44,22.12,11:40:24
52936,1/23/2021,22.87,22.37,21.87,21.81,22.44,22.12,11:40:36
52937,1/23/2021,22.87,22.37,21.87,21.81,22.44,22.12,11:40:47
52938,1/23/2021,22.87,22.44,21.87,21.81,22.44,22.12,11:40:58
52939,1/23/2021,22.94,22.44,21.87,21.81,22.44,22.12,11:41:10
52940,1/23/2021,22.94,22.37,21.94,21.81,22.44,22.12,11:41:21
52941,1/23/2021,22.87,22.37,21.87,21.81,22.44,22.12,11:41:33
52942,1/23/2021,22.94,22.44,21.87,21.87,22.44,22.06,11:41:44
52943,1/23/2021,22.94,22.44,21.87,21.81,22.44,22.06,11:41:56
52944,1/23/2021,23,22.44,21.94,21.81,22.44,22.12,11:42:08
52945,1/23/2021,22.94,22.44,21.87,21.87,22.44,22.12,11:42:19
52946,1/23/2021,23,22.37,21.87,21.81,22.44,22.12,11:42:30
52947,1/23/2021,23,22.37,21.94,21.81,22.44,22.06,11:42:42
52948,1/23/2021,23,22.37,21.94,21.81,22.44,22.12,11:42:54
52949,1/23/2021,23.06,22.37,21.94,21.81,22.44,22.12,11:43:05
52950,1/23/2021,23.06,22.44,21.94,21.87,22.44,22.06,11:43:16
52951,1/23/2021,23,22.44,21.94,21.81,22.44,22.12,11:43:28
52952,1/23/2021,23.06,22.37,21.94,21.87,22.44,22.12,11:43:40
52953,1/23/2021,23.12,22.44,21.94,21.87,22.5,22.06,11:43:51
52954,1/23/2021,23,22.44,21.94,21.81,22.44,22.06,11:44:03
52955,1/23/2021,23,22.44,21.94,21.81,22.44,22.06,11:44:14
52956,1/23/2021,23.06,22.44,21.94,21.81,22.5,22.06,11:44:25
52957,1/23/2021,23.06,22.37,21.94,21.81,22.44,22.12,11:44:38
52958,1/23/2021,23.06,22.37,21.94,21.81,22.44,22.12,11:44:58
52959,1/23/2021,23.06,22.37,21.94,21.87,22.44,22.06,11:45:09
52960,1/23/2021,23.06,22.44,21.94,21.81,22.44,22.06,11:45:21
52961,1/23/2021,23,22.37,21.94,21.81,22.5,22.12,11:45:32
52962,1/23/2021,23.06,22.44,21.94,21.87,22.5,22.12,11:45:44
52963,1/23/2021,23.06,22.44,21.94,21.87,22.44,22.12,11:45:55
52964,1/23/2021,23.12,22.44,21.87,21.81,22.44,22.06,11:46:06
52965,1/23/2021,23.12,22.44,21.94,21.81,22.5,22.19,11:46:18
52966,1/23/2021,23.12,22.44,21.94,21.81,22.5,22.12,11:46:30
52967,1/23/2021,23.12,22.44,21.94,21.81,22.5,22.12,11:46:41
52968,1/23/2021,23.12,22.44,21.94,21.81,22.5,22.19,11:46:53
52969,1/23/2021,23.12,22.44,21.94,21.81,22.5,22.06,11:47:04
52970,1/23/2021,23.12,22.44,21.94,21.87,22.5,22.06,11:47:16
52971,1/23/2021,23.12,22.44,21.94,21.87,22.5,22.12,11:47:27
52972,1/23/2021,23.12,22.44,21.94,21.87,22.5,22.06,11:47:39
52973,1/23/2021,23.19,22.44,21.94,21.87,22.56,22.12,11:47:50
52974,1/23/2021,23.12,22.44,21.94,21.87,22.56,22.12,11:48:02
52975,1/23/2021,23.19,22.44,21.94,21.87,22.5,22.12,11:48:13
52976,1/23/2021,23.12,22.44,21.94,21.87,22.5,22.12,11:48:25
52977,1/23/2021,23.19,22.44,21.94,21.87,22.5,22.12,11:48:37
52978,1/23/2021,23.19,22.44,21.94,21.87,22.5,22.12,11:48:48
52979,1/23/2021,23.19,22.44,21.94,21.87,22.5,22.19,11:49:00
52980,1/23/2021,23.19,22.5,21.94,21.87,22.5,22.12,11:49:11
52981,1/23/2021,23.12,22.44,21.94,21.87,22.5,22.12,11:49:23
52982,1/23/2021,23.19,22.44,21.94,21.87,22.5,22.12,11:49:34
52983,1/23/2021,23.12,22.44,21.94,21.87,22.5,22.12,11:49:45
52984,1/23/2021,23.25,22.44,21.94,21.87,22.5,22.12,11:49:57
52985,1/23/2021,23.25,22.44,21.94,21.94,22.5,22.19,11:50:09
52986,1/23/2021,23.31,22.5,21.94,21.87,22.5,22.19,11:50:20
52987,1/23/2021,23.31,22.44,21.94,21.87,22.5,22.12,11:50:32
52988,1/23/2021,23.31,22.5,21.94,21.94,22.5,22.19,11:50:43
52989,1/23/2021,23.37,22.5,21.94,21.87,22.5,22.12,11:50:55
52990,1/23/2021,23.37,22.5,21.94,21.87,22.5,22.19,11:51:06
52991,1/23/2021,23.25,22.44,21.94,21.87,22.5,22.12,11:51:18
52992,1/23/2021,23.31,22.5,21.94,21.87,22.5,22.12,11:51:29
52993,1/23/2021,23.31,22.5,21.94,21.94,22.5,22.12,11:51:41
52994,1/23/2021,23.25,22.44,22,21.87,22.5,22.12,11:51:52
52995,1/23/2021,23.31,22.44,22,21.87,22.5,22.12,11:52:04
52996,1/23/2021,23.31,22.44,22,21.87,22.5,22.12,11:52:15
52997,1/23/2021,23.31,22.5,21.94,21.94,22.5,22.12,11:52:27
52998,1/23/2021,23.31,22.44,22,21.94,22.56,22.12,11:52:39
52999,1/23/2021,23.31,22.5,21.94,21.87,22.56,22.12,11:52:50
53000,1/23/2021,23.31,22.5,21.94,21.87,22.56,22.19,11:53:02
53001,1/23/2021,23.31,22.5,21.94,21.87,22.56,22.19,11:53:15
53002,1/23/2021,23.31,22.5,21.94,21.87,22.56,22.19,11:53:24
53003,1/23/2021,23.37,22.44,22,21.87,22.56,22.12,11:53:37
53004,1/23/2021,23.37,22.44,22,21.87,22.56,22.12,11:53:56
53005,1/23/2021,23.44,22.44,22,21.94,22.5,22.12,11:54:07
53006,1/23/2021,23.44,22.5,21.94,21.94,22.56,22.12,11:54:19
53007,1/23/2021,23.5,22.5,22,21.94,22.5,22.12,11:54:31
53008,1/23/2021,23.44,22.44,22,21.87,22.56,22.12,11:54:42
53009,1/23/2021,23.37,22.44,22,21.87,22.56,22.12,11:54:53
53010,1/23/2021,23.44,22.44,22,21.87,22.56,22.19,11:55:05
53011,1/23/2021,23.44,22.44,22,21.87,22.5,22.19,11:55:16
53012,1/23/2021,23.44,22.5,22,21.87,22.56,22.12,11:55:28
53013,1/23/2021,23.5,22.44,22,21.87,22.5,22.19,11:55:40
53014,1/23/2021,23.5,22.5,22,21.94,22.56,22.12,11:55:51
53015,1/23/2021,23.44,22.5,22,21.94,22.5,22.19,11:56:03
53016,1/23/2021,23.5,22.5,22,21.87,22.56,22.19,11:56:14
53017,1/23/2021,23.44,22.5,22,21.94,22.56,22.12,11:56:26
53018,1/23/2021,23.44,22.5,22,21.94,22.56,22.12,11:56:37
53019,1/23/2021,23.5,22.44,22,21.94,22.56,22.12,11:56:49
53020,1/23/2021,23.5,22.5,22,21.94,22.56,22.19,11:57:00
53021,1/23/2021,23.5,22.5,22,21.94,22.56,22.19,11:57:12
53022,1/23/2021,23.5,22.5,22,21.94,22.56,22.12,11:57:23
53023,1/23/2021,23.56,22.5,22,21.94,22.56,22.12,11:57:36
53024,1/23/2021,23.56,22.5,22,21.94,22.56,22.12,11:57:46
53025,1/23/2021,23.56,22.5,22,21.94,22.56,22.12,11:57:58
53026,1/23/2021,23.56,22.44,22,21.87,22.56,22.12,11:58:09
53027,1/23/2021,23.56,22.44,22,21.94,22.56,22.12,11:58:21
53028,1/23/2021,23.56,22.44,22,22,22.56,22.12,11:58:33
53029,1/23/2021,23.56,22.5,22,21.94,22.56,22.12,11:58:44
53030,1/23/2021,23.56,22.5,22,22,22.56,22.12,11:58:55
53031,1/23/2021,23.56,22.5,22,22,22.56,22.19,11:59:07
53032,1/23/2021,23.62,22.44,22,22,22.56,22.12,11:59:18
53033,1/23/2021,23.56,22.5,22.06,21.94,22.56,22.19,11:59:30
53034,1/23/2021,23.62,22.5,22.06,21.94,22.5,22.12,11:59:42
53035,1/23/2021,23.56,22.5,22.06,21.94,22.5,22.12,11:59:53
53036,1/23/2021,23.62,22.44,22.06,21.94,22.56,22.12,12:00:05
53037,1/23/2021,23.62,22.5,22,21.94,22.56,22.12,12:00:16
53038,1/23/2021,23.62,22.5,22.06,21.94,22.56,22.12,12:00:28
53039,1/23/2021,23.56,22.5,22.06,21.94,22.56,22.12,12:00:39
53040,1/23/2021,23.62,22.5,22.06,21.87,22.56,22.12,12:00:50
53041,1/23/2021,23.62,22.5,22.06,21.94,22.56,22.12,12:01:02
53042,1/23/2021,23.62,22.5,22.06,21.87,22.56,22.12,12:01:14
53043,1/23/2021,23.62,22.5,22.06,21.87,22.56,22.12,12:01:25
53044,1/23/2021,23.62,22.5,22.06,21.94,22.56,22.19,12:01:37
53045,1/23/2021,23.69,22.5,22.06,21.94,22.56,22.19,12:01:48
53046,1/23/2021,23.62,22.5,22.06,21.94,22.56,22.19,12:02:00
53047,1/23/2021,23.69,22.5,22.06,21.94,22.56,22.19,12:02:11
53048,1/23/2021,23.62,22.5,22.06,21.94,22.56,22.12,12:02:23
53049,1/23/2021,23.69,22.5,22.06,21.87,22.56,22.19,12:02:34
53050,1/23/2021,23.69,22.5,22.06,21.94,22.56,22.12,12:02:46
53051,1/23/2021,23.69,22.5,22.06,21.94,22.56,22.19,12:02:58
53052,1/23/2021,23.69,22.5,22.06,21.94,22.56,22.19,12:03:09
53053,1/23/2021,23.75,22.5,22.06,21.94,22.56,22.12,12:03:21
53054,1/23/2021,23.62,22.5,22.06,21.94,22.56,22.12,12:03:32
53055,1/23/2021,23.69,22.5,22.06,21.94,22.56,22.19,12:03:43
53056,1/23/2021,23.62,22.5,22.06,21.94,22.56,22.19,12:03:55
53057,1/23/2021,23.69,22.5,22.06,21.94,22.56,22.12,12:04:07
53058,1/23/2021,23.69,22.5,22.06,21.87,22.56,22.19,12:04:18
53059,1/23/2021,23.69,22.5,22.06,21.94,22.56,22.12,12:04:30
53060,1/23/2021,23.69,22.5,22.06,22,22.56,22.19,12:04:42
53061,1/23/2021,23.75,22.5,22.06,22,22.56,22.19,12:04:53
53062,1/23/2021,23.75,22.5,22.06,21.94,22.56,22.19,12:05:05
53063,1/23/2021,23.75,22.5,22.06,22,22.56,22.19,12:05:16
53064,1/23/2021,23.81,22.5,22.06,21.94,22.56,22.19,12:05:27
53065,1/23/2021,23.75,22.44,22.06,22,22.56,22.12,12:05:38
53066,1/23/2021,23.81,22.5,22.06,21.94,22.56,22.19,12:05:50
53067,1/23/2021,23.69,22.5,22.06,22,22.56,22.12,12:06:03
53068,1/23/2021,23.69,22.5,22.06,22,22.56,22.12,12:06:22
53069,1/23/2021,23.81,22.5,22.06,22,22.56,22.19,12:06:33
53070,1/23/2021,23.75,22.5,22.06,21.94,22.56,22.19,12:06:45
53071,1/23/2021,23.75,22.5,22.06,21.94,22.56,22.19,12:06:56
53072,1/23/2021,23.75,22.5,22.06,22,22.56,22.19,12:07:08
53073,1/23/2021,23.75,22.5,22.06,22,22.56,22.25,12:07:19
53074,1/23/2021,23.81,22.5,22.06,21.94,22.56,22.19,12:07:31
53075,1/23/2021,23.75,22.5,22.06,22,22.56,22.19,12:07:42
53076,1/23/2021,23.75,22.5,22.12,21.94,22.56,22.12,12:07:54
53077,1/23/2021,23.81,22.5,22.06,22,22.56,22.19,12:08:05
53078,1/23/2021,23.75,22.5,22.12,22,22.56,22.19,12:08:17
53079,1/23/2021,23.81,22.5,22.06,22,22.56,22.25,12:08:28
53080,1/23/2021,23.87,22.5,22.06,22,22.56,22.19,12:08:40
53081,1/23/2021,23.87,22.56,22.06,22,22.56,22.19,12:08:52
53082,1/23/2021,23.87,22.5,22.06,22,22.56,22.19,12:09:03
53083,1/23/2021,23.75,22.56,22.06,22,22.56,22.19,12:09:15
53084,1/23/2021,23.81,22.56,22.06,22,22.62,22.19,12:09:26
53085,1/23/2021,23.87,22.5,22.06,21.94,22.62,22.19,12:09:37
53086,1/23/2021,23.81,22.56,22.12,21.94,22.62,22.19,12:09:49
53087,1/23/2021,23.81,22.5,22.12,22,22.56,22.19,12:10:01
53088,1/23/2021,23.87,22.5,22.06,21.94,22.62,22.19,12:10:12
53089,1/23/2021,23.87,22.56,22.06,22,22.56,22.19,12:10:24
